	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
ORAI1	0.263515939267175	-0.0351101021030518	0.033	0.061	1
MPI	0.263515939267175	-0.0351101021030518	0.033	0.061	1
ARID3A	0.263515939267175	-0.0351101021030518	0.033	0.061	1
RFXANK	0.658657448980839	-0.0351362678420818	0.146	0.159	1
NFYC	0.641181357440091	-0.0351630796226974	0.199	0.212	1
FAM162B	0.444067693658698	-0.0352618872222736	0.066	0.091	1
ARHGEF6	0.31968714153887	-0.0353971832470431	0.073	0.106	1
GATAD2A	0.31968714153887	-0.0353971832470431	0.073	0.106	1
NCKAP1L	0.0709303055397923	-0.0355421884442269	0.007	0.038	1
S1PR4	0.0709303055397923	-0.0355421884442269	0.007	0.038	1
MYO9B	0.558876693127997	-0.0355438408522217	0.146	0.167	1
ELL2	0.266140075866496	-0.0355498242668741	0.033	0.061	1
LTA	0.0635937912535538	-0.035579517822552	0	0.023	1
IGHV1-69D	0.0635937912535538	-0.035579517822552	0	0.023	1
IGHV3-7	0.13098330122942	-0.035579517822552	0	0.015	1
RGS19	0.407846690846654	-0.0355933034752702	0.046	0.068	1
TMUB1	0.33872823200013	-0.0357905422585758	0.106	0.144	1
NSMCE3	0.20752512674222	-0.0358220346127719	0.046	0.083	1
ANTXR2	0.548227128624266	-0.03583175133955	0.152	0.174	1
CDC20	0.102989194564392	-0.0358583668760406	0.013	0.045	1
HACL1	0.102989194564392	-0.0358583668760406	0.013	0.045	1
SLC17A5	0.102989194564392	-0.0358583668760406	0.013	0.045	1
STX11	0.102989194564392	-0.0358583668760406	0.013	0.045	1
PRKAG2	0.102989194564392	-0.0358583668760406	0.013	0.045	1
DTNBP1	0.278298157903986	-0.0358603376049867	0.04	0.068	1
UBL7-AS1	0.278298157903986	-0.0358603376049867	0.04	0.068	1
KRI1	0.401426421842974	-0.0358603376049867	0.04	0.061	1
COQ10B	0.587090326885613	-0.0358658486911985	0.119	0.136	1
OAS2	0.540054064479041	-0.0358996185714354	0.079	0.098	1
NDUFAF3	0.629002744126877	-0.0359119565335513	0.384	0.402	1
PPP1R14A	0.533984974047523	-0.0359392276719878	0.397	0.311	1
ACBD5	0.215628811738234	-0.0361292403331335	0.053	0.091	1
DDX60	0.431799494223035	-0.0361639189941678	0.066	0.091	1
ANP32E	0.962007576331691	-0.0362202339357954	0.179	0.167	1
SELL	0.183093745253746	-0.0363018569530923	0.013	0.038	1
KNL1	0.183093745253746	-0.0363018569530923	0.013	0.038	1
MAFB	0.689216483842971	-0.0363226748358762	0.073	0.083	1
KLRD1	0.130488071529122	-0.0363444963715996	0.007	0.03	1
TRIM38	0.531626968488221	-0.0364578568775001	0.099	0.121	1
MAP9	0.511346878053397	-0.0365400172769488	0.106	0.129	1
PDHA1	0.511346878053397	-0.0365400172769488	0.106	0.129	1
FEM1C	0.0993157597626636	-0.036570835690629	0.026	0.068	1
RIOK3	0.50563614853814	-0.0365817073571294	0.099	0.121	1
PA2G4	0.84121499354668	-0.0366042565730492	0.391	0.364	1
DENND1B	0.131239486951433	-0.0366150112477136	0.02	0.053	1
FAM89A	0.131239486951433	-0.0366150112477136	0.02	0.053	1
RRS1	0.131239486951433	-0.0366150112477136	0.02	0.053	1
NR4A3	0.131239486951433	-0.0366150112477136	0.02	0.053	1
GPR183	0.0635982484423006	-0.0367025674454875	0	0.023	1
MT1G	0.0635982484423006	-0.0367025674454875	0	0.023	1
IGHV1-3	0.0635982484423006	-0.0367025674454875	0	0.023	1
RGS13	0.13098330122942	-0.0367025674454875	0	0.015	1
TRBV6-2	0.13098330122942	-0.0367025674454875	0	0.015	1
COMMD7	0.113830610641719	-0.0367687396840896	0.033	0.076	1
STARD3NL	0.335058428512815	-0.036791014324968	0.119	0.159	1
MSRB1	0.224385080760896	-0.0368645452910064	0.06	0.098	1
OGFR	0.260423421330213	-0.0369264931380421	0.086	0.129	1
WDR45	0.79061441286929	-0.0369581453382857	0.225	0.22	1
PSPC1	0.414694138572231	-0.0370164291380361	0.073	0.098	1
OTULINL	0.133611779800315	-0.0370542696404205	0.02	0.053	1
NOL12	0.5319339879923	-0.037062333404098	0.066	0.083	1
STIP1	0.474965746113537	-0.0370635754547832	0.152	0.182	1
IFNAR1	0.576170297518053	-0.0371415513374749	0.199	0.22	1
GOT2	0.50395810761009	-0.0372465707880971	0.113	0.136	1
ANKRD12	0.484247515865836	-0.0372711394680149	0.212	0.242	1
CAPG	0.429132567579583	-0.0372795940206922	0.079	0.106	1
NIPA2	0.497903857297897	-0.0372928498106232	0.106	0.129	1
SRBD1	0.154300880307536	-0.0373644430207333	0.026	0.061	1
RNF44	0.154300880307536	-0.0373644430207333	0.026	0.061	1
AKR1C1	0.154300880307536	-0.0373644430207333	0.026	0.061	1
SLC7A5	0.243849721655515	-0.0373644430207333	0.026	0.053	1
ADAMTS13	0.0161484670380263	-0.0373900593074466	0	0.038	1
AL450326.1	0.0161484670380263	-0.0373900593074466	0	0.038	1
LINC00346	0.0161484670380263	-0.0373900593074466	0	0.038	1
DHRS13	0.0161484670380263	-0.0373900593074466	0	0.038	1
HOXB6	0.0161484670380263	-0.0373900593074466	0	0.038	1
GATD3A	0.0161484670380263	-0.0373900593074466	0	0.038	1
UTS2	0.0161484670380263	-0.0373900593074466	0	0.038	1
SELPLG	0.0317956293757319	-0.0373900593074466	0	0.03	1
PLPP2	0.0317956293757319	-0.0373900593074466	0	0.03	1
ARID5A	0.414384750407692	-0.0374868563191575	0.06	0.083	1
HPCAL1	0.300289569320017	-0.0377672070410544	0.053	0.083	1
CD96	0.082363711913741	-0.0377995300667896	0.02	0.061	1
MCUB	0.650134882288665	-0.0378023569225342	0.086	0.098	1
DDA1	0.404420165508388	-0.037946806009154	0.119	0.152	1
LEPROTL1	0.656518756006622	-0.0379636346727894	0.139	0.152	1
UCHL5	0.538481728936991	-0.0379734068560263	0.093	0.114	1
TCIRG1	0.326847935242303	-0.0379808250723378	0.093	0.129	1
FAM96A	0.380733130826491	-0.0380374760858616	0.159	0.197	1
XRCC5	0.834731598476387	-0.0380666841699884	0.384	0.348	1
IRF7	0.304125223888466	-0.0380690908808729	0.06	0.091	1
RPRD1B	0.304125223888466	-0.0380690908808729	0.06	0.091	1
IRS1	0.173049353059132	-0.0381067649351008	0.033	0.068	1
CSTF1	0.173049353059132	-0.0381067649351008	0.033	0.068	1
GSKIP	0.296804362554831	-0.0381191971580919	0.046	0.076	1
IL15	0.0364543029901272	-0.038145815134555	0.007	0.045	1
STARD4	0.0364543029901272	-0.038145815134555	0.007	0.045	1
NCAPG2	0.0364543029901272	-0.038145815134555	0.007	0.045	1
WNT5B	0.0364543029901272	-0.038145815134555	0.007	0.045	1
ASPM	0.134598016121788	-0.0382137793471917	0.007	0.03	1
UBN1	0.488913018018146	-0.038235594555	0.126	0.152	1
LYRM4	0.511196599793083	-0.0383378459978877	0.106	0.129	1
PPP1R7	0.602970009531591	-0.0384501331510424	0.192	0.212	1
XRCC6	0.67176078857189	-0.0385130169809277	0.364	0.379	1
IL7R	0.725503250985976	-0.0385585494541378	0.06	0.068	1
IL2RB	0.037694627797936	-0.0385845290844968	0.007	0.045	1
UTP4	0.240366559554207	-0.038595698621303	0.026	0.053	1
CCT5	0.847497635770593	-0.0386112407294094	0.272	0.265	1
PTPN22	0.031796711793316	-0.0386438905510516	0	0.03	1
IKZF2	0.031796711793316	-0.0386438905510516	0	0.03	1
NBEAL2	0.031796711793316	-0.0386438905510516	0	0.03	1
CXCL6	0.031796711793316	-0.0386438905510516	0	0.03	1
TMEM154	0.031796711793316	-0.0386438905510516	0	0.03	1
PSCA	0.031796711793316	-0.0386438905510516	0	0.03	1
BICDL1	0.031796711793316	-0.0386438905510516	0	0.03	1
FGF9	0.031796711793316	-0.0386438905510516	0	0.03	1
GPX2	0.031796711793316	-0.0386438905510516	0	0.03	1
TMIGD2	0.031796711793316	-0.0386438905510516	0	0.03	1
LINC00649	0.031796711793316	-0.0386438905510516	0	0.03	1
PVRIG	0.031796711793316	-0.0386438905510516	0	0.03	1
GKN1	0.0635982484423006	-0.0386438905510516	0	0.023	1
LCN2	0.0635982484423006	-0.0386438905510516	0	0.023	1
IGKV2-28	0.0635982484423006	-0.0386438905510516	0	0.023	1
NINJ1	0.686992055504114	-0.0387013770580468	0.132	0.144	1
OTUB1	0.747073625988798	-0.0388331396376734	0.325	0.318	1
SH3RF3	0.18830342760514	-0.0388420777868676	0.04	0.076	1
CHFR	0.18830342760514	-0.0388420777868676	0.04	0.076	1
MTHFS	0.18830342760514	-0.0388420777868676	0.04	0.076	1
METTL16	0.18830342760514	-0.0388420777868676	0.04	0.076	1
JADE1	0.2782985802194	-0.0388420777868676	0.04	0.068	1
GAPDH	0.573725199064984	-0.0388748608843814	0.96	1	1
ATRIP	0.0578219257434236	-0.0388943053577267	0.013	0.053	1
FBXO4	0.0578219257434236	-0.0388943053577267	0.013	0.053	1
CHEK1	0.0578219257434236	-0.0388943053577267	0.013	0.053	1
KIFC1	0.102989194564392	-0.0388943053577267	0.013	0.045	1
PTPN18	0.489279984706417	-0.0390439155483015	0.126	0.152	1
TK1	0.187028435801498	-0.0390833475026996	0.033	0.068	1
PLSCR1	0.467009164813364	-0.0391583677944983	0.179	0.212	1
SRPK1	0.58405723479148	-0.0391602066676622	0.113	0.129	1
VMA21	0.311004099358022	-0.0392112720983735	0.066	0.098	1
MLKL	0.0594434603332102	-0.0393288177145423	0.013	0.053	1
CXCL3	0.182206945364094	-0.0393288177145423	0.013	0.038	1
SSFA2	0.627440402827247	-0.0393314813681869	0.152	0.167	1
EZH2	0.259278749106911	-0.0393318675078908	0.033	0.061	1
FCGR2A	0.0686794826986287	-0.0393932662291484	0.007	0.038	1
ZNF18	0.0686794826986287	-0.0393932662291484	0.007	0.038	1
BUB1	0.0686794826986287	-0.0393932662291484	0.007	0.038	1
CXCL2	0.567475843263912	-0.0393932663360275	0.033	0.045	1
GRK6	0.311902736181951	-0.0395076014489907	0.073	0.106	1
PARP6	0.412870077590229	-0.0395076014489907	0.073	0.098	1
TOM1	0.412870077590229	-0.0395076014489907	0.073	0.098	1
EMID1	0.887266217449173	-0.039515573434936	0.106	0.106	1
CHCHD7	0.584163663609323	-0.0395663035911889	0.113	0.129	1
SLC39A4	0.200732204939019	-0.0395704804739369	0.046	0.083	1
TP53INP2	0.200732204939019	-0.0395704804739369	0.046	0.083	1
PHLDA2	0.942717253572602	-0.0396168009272388	0.179	0.167	1
ENTR1	0.0778068161018106	-0.0396356343489579	0.02	0.061	1
MTSS1L	0.0778068161018106	-0.0396356343489579	0.02	0.061	1
WDR75	0.406880482342274	-0.0396926892325332	0.06	0.083	1
CARHSP1	0.678240873183958	-0.0397077813580918	0.391	0.379	1
EVI2B	0.106265717565213	-0.0397609002442515	0.013	0.045	1
TNFRSF1B	0.219222134238326	-0.0398259043134047	0.02	0.045	1
RGL4	0.0704739338546977	-0.0398282780420545	0.007	0.038	1
THOC7	0.581255363801707	-0.0398505202987899	0.258	0.28	1
INPP4B	0.333264410524321	-0.0398701325690821	0.093	0.129	1
DHRS7	0.513055918363522	-0.0398707471710248	0.199	0.227	1
POLR2J	0.697268072032771	-0.0399244285750306	0.364	0.356	1
POM121C	0.404784720139723	-0.0399893431173754	0.066	0.091	1
TST	0.404784720139723	-0.0399893431173754	0.066	0.091	1
HNRNPLL	0.661369862624669	-0.0400531396556792	0.179	0.189	1
SLC39A8	0.0796916385710246	-0.0400660052401067	0.02	0.061	1
SEMA4B	0.0796916385710246	-0.0400660052401067	0.02	0.061	1
PDE5A	0.587309223685539	-0.040103034720328	0.179	0.197	1
GNB1L	0.101933657011032	-0.040135440905651	0.013	0.045	1
ISG20L2	0.314000932161804	-0.040216940697482	0.079	0.114	1
RHOA	0.384850272360949	-0.0402705514343444	0.901	0.939	1
HMOX1	0.359965597637985	-0.0402713787160771	0.02	0.038	1
ADAM28	0.0635982484423006	-0.0402832202801326	0	0.023	1
ACY3	0.13098330122942	-0.0402832202801326	0	0.015	1
TRAV17	0.13098330122942	-0.0402832202801326	0	0.015	1
MAMDC2	0.284193654308677	-0.0403563265614596	0.04	0.068	1
AHSA1	0.650762193949732	-0.0403624152745445	0.199	0.212	1
RGP1	0.0956380537844498	-0.0403699044887969	0.026	0.068	1
GPRC5B	0.0956380537844498	-0.0403699044887969	0.026	0.068	1
CLSPN	0.156773550780351	-0.0404268782681555	0.026	0.061	1
CDKN1A	0.875353301823596	-0.0404658598368285	0.172	0.174	1
UBA2	0.753607038578577	-0.0404979034904046	0.285	0.28	1
GZMH	0.250133702238769	-0.0405082360067526	0.007	0.023	1
ERVK3-1	0.400512159984761	-0.0405494744986574	0.106	0.136	1
CDK17	0.213363688284776	-0.0407110526212504	0.053	0.091	1
PELO	0.324295610342821	-0.0407659112031934	0.119	0.159	1
RAB35	0.283896811211173	-0.0407834596588433	0.046	0.076	1
SNRPA1	0.610703762539233	-0.0407886513364313	0.159	0.174	1
UBE2G1	0.394860484706485	-0.040835602731538	0.113	0.144	1
PQLC2	0.129521246890948	-0.0408705179762991	0.02	0.053	1
S100A3	0.129521246890948	-0.0408705179762991	0.02	0.053	1
BRCC3	0.129521246890948	-0.0408705179762991	0.02	0.053	1
CHAF1A	0.21475535294971	-0.0408705179762991	0.02	0.045	1
MLH1	0.286344933981398	-0.0412028827549914	0.046	0.076	1
TMED5	0.396451426603293	-0.0412370692273868	0.113	0.144	1
GBP5	0.122748039578771	-0.0414252511567682	0.033	0.076	1
COPE	0.775826340547115	-0.0414340061120745	0.391	0.371	1
AKAP13	0.75983406203417	-0.041443279915543	0.238	0.242	1
SDHA	0.677187991295251	-0.0414983406718921	0.172	0.182	1
NFATC2	0.403738089424255	-0.0414990770666363	0.053	0.076	1
ZC3H12A	0.11340219682063	-0.0415194800113081	0.033	0.076	1
CENPH	0.15192595048769	-0.0415985988649574	0.026	0.061	1
OPA3	0.15192595048769	-0.0415985988649574	0.026	0.061	1
TMEM127	0.315605282207374	-0.0416162390846932	0.093	0.129	1
FBRS	0.315605282207374	-0.0416162390846932	0.093	0.129	1
TRAT1	0.0161511698469972	-0.0417017681575784	0	0.038	1
BLNK	0.0161511698469972	-0.0417017681575784	0	0.038	1
GPR68	0.0161511698469972	-0.0417017681575784	0	0.038	1
ICAM2	0.0161511698469972	-0.0417017681575784	0	0.038	1
ZNF101	0.0161511698469972	-0.0417017681575784	0	0.038	1
UBASH3A	0.0161511698469972	-0.0417017681575784	0	0.038	1
DCLK3	0.0161511698469972	-0.0417017681575784	0	0.038	1
KLHL6	0.0317956293757319	-0.0417017681575784	0	0.03	1
RAB10	0.602239887166633	-0.0418365105003674	0.272	0.28	1
ARMC8	0.51358811725649	-0.0418902942279908	0.073	0.091	1
ARL4C	0.280914419189073	-0.0420939762784089	0.04	0.068	1
SUCLG2	0.530833351959569	-0.0420963058728535	0.152	0.174	1
ATP2A2	0.6318903832811	-0.0421036610721476	0.238	0.25	1
FABP1	0.13098330122942	-0.0421351553889617	0	0.015	1
APOL3	0.29743796414231	-0.0422080351081799	0.06	0.091	1
TMEM100	0.922730544023935	-0.0422722000533096	0.099	0.098	1
PPP2R5A	0.17004410760221	-0.0423197830704438	0.033	0.068	1
VIM-AS1	0.17004410760221	-0.0423197830704438	0.033	0.068	1
TIGAR	0.17004410760221	-0.0423197830704438	0.033	0.068	1
PREX2	0.25928018724421	-0.0423197830704438	0.033	0.061	1
HOXA5	0.0333035849292711	-0.0423494408157866	0.013	0.061	1
KIAA1586	0.231170197602943	-0.0424169035563178	0.073	0.114	1
PRF1	0.0362199823987695	-0.0424356068694184	0.007	0.045	1
ATP11A	0.0362199823987695	-0.0424356068694184	0.007	0.045	1
AC004556.1	0.0362199823987695	-0.0424356068694184	0.007	0.045	1
MYO1E	0.38762120997893	-0.0425939211124576	0.126	0.159	1
MT1F	0.117816144238384	-0.0426519648521135	0.033	0.076	1
WDR34	0.183601673664551	-0.0427395250484422	0.079	0.129	1
INPP5D	0.037448620465674	-0.0428616031141072	0.007	0.045	1
TMEM156	0.037448620465674	-0.0428616031141072	0.007	0.045	1
SLAMF7	0.0317956293757319	-0.0429518593545536	0	0.03	1
TBC1D8	0.0317956293757319	-0.0429518593545536	0	0.03	1
GIMAP5	0.0317956293757319	-0.0429518593545536	0	0.03	1
IGLV2-11	0.0317956293757319	-0.0429518593545536	0	0.03	1
RRM1	0.406927070623007	-0.043029134059702	0.06	0.083	1
YRDC	0.184701115091892	-0.043034168212026	0.04	0.076	1
SYNM	0.184701115091892	-0.043034168212026	0.04	0.076	1
TRIM32	0.184701115091892	-0.0430341682120263	0.04	0.076	1
PDE4A	0.184701115091892	-0.0430341682120263	0.04	0.076	1
TIMM29	0.184701115091892	-0.0430341682120263	0.04	0.076	1
DYNC1H1	0.701985814162285	-0.0430542029142865	0.404	0.386	1
ZNF721	0.569129657718638	-0.0431553355346298	0.113	0.129	1
HERC3	0.0572054183366961	-0.043162401667101	0.013	0.053	1
PCDH17	0.0572054183366961	-0.043162401667101	0.013	0.053	1
CLN6	0.0572054183366961	-0.043162401667101	0.013	0.053	1
USP32	0.0572054183366961	-0.043162401667101	0.013	0.053	1
ZNF585B	0.0572054183366961	-0.043162401667101	0.013	0.053	1
DST	0.996664440743137	-0.0432812533406297	0.411	0.364	1
HCG18	0.14094051029079	-0.0433578613800448	0.046	0.091	1
DDB2	0.396729125081895	-0.0434081293757296	0.06	0.083	1
PHF19	0.613891330487013	-0.0435163886211054	0.099	0.114	1
MARCH2	0.304239981474387	-0.0436063418202714	0.073	0.106	1
MT1X	0.96043261164104	-0.0436467687967215	0.199	0.189	1
GAPVD1	0.148612584630114	-0.0436489034610753	0.053	0.098	1
AP3B1	0.31339823771956	-0.0436680434584515	0.113	0.152	1
ST8SIA4	0.0682385456636154	-0.043679355826976	0.007	0.038	1
ABL2	0.196567307978484	-0.043741850073635	0.046	0.083	1
ANKRD13A	0.196567307978484	-0.043741850073635	0.046	0.083	1
MTHFD1	0.196567307978484	-0.043741850073635	0.046	0.083	1
KHDRBS3	0.283897939388874	-0.043741850073635	0.046	0.076	1
ZNF346	0.076733080899157	-0.0438822535759853	0.02	0.061	1
TIPIN	0.076733080899157	-0.0438822535759853	0.02	0.061	1
FARP1	0.990267989687372	-0.0439521553160364	0.225	0.205	1
TOB1	0.150961570522512	-0.0440571983459628	0.053	0.098	1
SPIB	0.0635982484423006	-0.0440691869160765	0	0.023	1
DAXX	0.556500146179444	-0.0442209910426665	0.119	0.136	1
TMEM250	0.0785889909732466	-0.0443001610843309	0.02	0.061	1
PREX1	0.0785889909732466	-0.0443001610843309	0.02	0.061	1
PRR34-AS1	0.100882437490602	-0.0443998724141059	0.013	0.045	1
HIST1H1D	0.314162607006308	-0.0443998724141059	0.013	0.03	1
CNTN4	0.206168873949787	-0.0444429226468324	0.053	0.091	1
TWSG1	0.431249295433523	-0.0445534578842234	0.166	0.197	1
SEPT4-AS1	0.0940760239095409	-0.0445952616970065	0.026	0.068	1
ARSJ	0.243849721655515	-0.0445952616970065	0.026	0.053	1
SLC1A5	0.162080124506323	-0.0446327834835474	0.066	0.114	1
CNTRL	0.308054655179142	-0.044696293499561	0.079	0.114	1
RHOF	0.0804651926909416	-0.0447157463497287	0.02	0.061	1
TBXAS1	0.00827897156928025	-0.044753178117509	0	0.045	1
GLP2R	0.00827897156928025	-0.044753178117509	0	0.045	1
SLFN13	0.0161511698469972	-0.044753178117509	0	0.038	1
CTLA4	0.031796711793316	-0.044753178117509	0	0.03	1
APOBEC3G	0.513591844229454	-0.0447948002527466	0.073	0.091	1
OAZ1	0.409865023574009	-0.0448065160875719	0.927	0.97	1
ADGRL3	0.133035224696837	-0.0448233588650698	0.02	0.053	1
C1QTNF6	0.309419391551227	-0.0448261011708277	0.106	0.144	1
RICTOR	0.208617725231918	-0.0448499968485575	0.053	0.091	1
BRF2	0.0961036043563079	-0.0450092110341816	0.026	0.068	1
AP1S2	0.310194572331338	-0.0450945782794902	0.079	0.114	1
SCAF8	0.213916338871744	-0.0451374781725784	0.06	0.098	1
POLR3K	0.297438894256785	-0.0451374781725784	0.06	0.091	1
LONP2	0.527806937699479	-0.0451530355196138	0.225	0.25	1
IDH2	0.821691447098064	-0.0453704766893779	0.219	0.212	1
GABRE	0.0191190241344365	-0.0454715453511045	0.007	0.053	1
ZNF623	0.0191190241344365	-0.0454715453511045	0.007	0.053	1
APBA2	0.0191190241344365	-0.0454715453511045	0.007	0.053	1
DPH6	0.0191190241344365	-0.0454715453511045	0.007	0.053	1
EPS8L1	0.0191190241344365	-0.0454715453511045	0.007	0.053	1
ZBTB21	0.0191190241344365	-0.0454715453511045	0.007	0.053	1
OBSCN	0.0362199823987695	-0.0454715453511045	0.007	0.045	1
DLD	0.30669728211641	-0.0456561171003066	0.093	0.129	1
ZNF394	0.111304272676016	-0.0457115704364665	0.033	0.076	1
DUSP16	0.149573922590786	-0.0458203642697964	0.026	0.061	1
PCED1B	0.149573922590786	-0.0458203642697964	0.026	0.061	1
USP14	0.327843959658724	-0.0458702812293601	0.113	0.152	1
MGAT4A	0.0199223524927561	-0.0458885638755573	0.007	0.053	1
TNFSF14	0.132122578915432	-0.0458885638755573	0.007	0.03	1
AP1M1	0.532161478023711	-0.0459270390654773	0.132	0.152	1
MCM5	0.413434982827981	-0.0459419051238938	0.06	0.083	1
CD53	0.0161525213232751	-0.0460006292121024	0	0.038	1
PLEK	0.0161525213232751	-0.0460006292121024	0	0.038	1
CXCR3	0.0161525213232751	-0.0460006292121024	0	0.038	1
JAML	0.0161525213232751	-0.0460006292121024	0	0.038	1
ITGAL	0.0161525213232751	-0.0460006292121024	0	0.038	1
SERPINB8	0.0161525213232751	-0.0460006292121024	0	0.038	1
DENND1C	0.0161525213232751	-0.0460006292121024	0	0.038	1
ADAMTS8	0.0161525213232751	-0.0460006292121024	0	0.038	1
IGLV7-46	0.063597134142013	-0.0460006292121024	0	0.023	1
BRAF	0.122156474098736	-0.0460011336296735	0.04	0.083	1
CACNA1C	0.122156474098736	-0.0460011336296735	0.04	0.083	1
SPATA13	0.122156474098736	-0.0460011336296735	0.04	0.083	1
DDHD1	0.308766373818175	-0.0460493000977819	0.093	0.129	1
ACOT13	0.263032904403088	-0.0460560933943261	0.132	0.182	1
WDR44	0.0318139723868546	-0.0461830247683453	0.013	0.061	1
EML1	0.0318139723868546	-0.0461830247683453	0.013	0.061	1
RILP	0.0318139723868546	-0.0461830247683453	0.013	0.061	1
TSTD3	0.0572054183366961	-0.0461830247683453	0.013	0.053	1
C1RL	0.381589829177897	-0.0462643058860039	0.119	0.152	1
CUL2	0.290844617150786	-0.046335139089007	0.06	0.091	1
RAB8A	0.429499454080921	-0.0463617798393951	0.152	0.182	1
TPST2	0.175889488038947	-0.0463972351541466	0.079	0.129	1
LYAR	0.31483092377536	-0.0463972351541466	0.079	0.114	1
CAPN1	0.40884291444816	-0.0464601774807173	0.185	0.22	1
TRPV2	0.225068029382287	-0.0465073985350356	0.073	0.114	1
EML2	0.167073001872067	-0.0465205339893325	0.033	0.068	1
PLK2	0.499463182770136	-0.046526748150212	0.113	0.136	1
CDK6	0.3808466438181	-0.0465274867056362	0.159	0.197	1
AP1B1	0.148162701188274	-0.0465807839258645	0.053	0.098	1
OXCT1	0.133288642389205	-0.0466941864254605	0.046	0.091	1
MCM4	0.283897939388874	-0.0466941864254605	0.046	0.076	1
DPP4	0.0359845885168692	-0.0467126808990288	0.007	0.045	1
UTP15	0.0359845885168692	-0.0467126808990288	0.007	0.045	1
BMP5	0.0359845885168692	-0.0467126808990288	0.007	0.045	1
P2RY10	0.0359845885168692	-0.0467126808990288	0.007	0.045	1
IL10RA	0.0359845885168692	-0.0467126808990288	0.007	0.045	1
TOX2	0.0359845885168692	-0.0467126808990288	0.007	0.045	1
GRM8	0.0359845885168692	-0.0467126808990288	0.007	0.045	1
